suicide_demographic_key,Country,Year,Sex,Age,suicides_no,population,suicides/100k pop,gdp_for_year ($),gdp_per_capita ($)
9885,Ireland,1999,male,5-14 years,2,292740,0.68,"98,691,849,563",28344
9886,Ireland,1999,female,5-14 years,1,278070,0.36,"98,691,849,563",28344
9887,Ireland,2000,male,25-34 years,99,283528,34.92,"99,853,528,653",28340
9888,Ireland,2000,male,35-54 years,138,501834,27.5,"99,853,528,653",28340
9889,Ireland,2000,male,15-24 years,85,326264,26.05,"99,853,528,653",28340
9890,Ireland,2000,male,55-74 years,51,276475,18.45,"99,853,528,653",28340
9891,Ireland,2000,male,75+ years,7,69695,10.04,"99,853,528,653",28340
9892,Ireland,2000,female,35-54 years,37,502942,7.36,"99,853,528,653",28340
9893,Ireland,2000,female,15-24 years,21,314968,6.67,"99,853,528,653",28340
9894,Ireland,2000,female,75+ years,5,114383,4.37,"99,853,528,653",28340
9895,Ireland,2000,female,55-74 years,10,288075,3.47,"99,853,528,653",28340
9896,Ireland,2000,female,25-34 years,9,283371,3.18,"99,853,528,653",28340
9897,Ireland,2000,male,5-14 years,1,287937,0.35,"99,853,528,653",28340
9898,Ireland,2000,female,5-14 years,0,273904,0,"99,853,528,653",28340
9899,Ireland,2001,male,25-34 years,104,295410,35.21,"109,133,512,304",30536
9900,Ireland,2001,male,15-24 years,89,324752,27.41,"109,133,512,304",30536
9901,Ireland,2001,male,35-54 years,139,512042,27.15,"109,133,512,304",30536
9902,Ireland,2001,male,55-74 years,66,285022,23.16,"109,133,512,304",30536
9903,Ireland,2001,male,75+ years,9,70956,12.68,"109,133,512,304",30536
9904,Ireland,2001,female,35-54 years,34,512762,6.63,"109,133,512,304",30536
9905,Ireland,2001,female,55-74 years,18,295191,6.1,"109,133,512,304",30536
9906,Ireland,2001,female,15-24 years,14,313247,4.47,"109,133,512,304",30536
9907,Ireland,2001,female,25-34 years,11,294059,3.74,"109,133,512,304",30536
9908,Ireland,2001,female,75+ years,2,116212,1.72,"109,133,512,304",30536
9909,Ireland,2001,male,5-14 years,2,284509,0.7,"109,133,512,304",30536
9910,Ireland,2001,female,5-14 years,0,269812,0,"109,133,512,304",30536
9911,Ireland,2002,male,25-34 years,100,308477,32.42,"127,945,379,258",35154
9912,Ireland,2002,male,15-24 years,89,325705,27.33,"127,945,379,258",35154
9913,Ireland,2002,male,55-74 years,62,294395,21.06,"127,945,379,258",35154
9914,Ireland,2002,male,35-54 years,109,521397,20.91,"127,945,379,258",35154
9915,Ireland,2002,male,75+ years,7,72146,9.7,"127,945,379,258",35154
9916,Ireland,2002,female,25-34 years,19,308892,6.15,"127,945,379,258",35154
9917,Ireland,2002,female,35-54 years,29,521940,5.56,"127,945,379,258",35154
9918,Ireland,2002,female,55-74 years,14,302754,4.62,"127,945,379,258",35154
9919,Ireland,2002,female,15-24 years,14,315817,4.43,"127,945,379,258",35154
9920,Ireland,2002,female,75+ years,3,118252,2.54,"127,945,379,258",35154
9921,Ireland,2002,female,5-14 years,2,267794,0.75,"127,945,379,258",35154
9922,Ireland,2002,male,5-14 years,1,282004,0.35,"127,945,379,258",35154
9923,Ireland,2003,male,15-24 years,93,325589,28.56,"164,285,112,867",44473
9924,Ireland,2003,male,35-54 years,135,529155,25.51,"164,285,112,867",44473
9925,Ireland,2003,male,25-34 years,61,316763,19.26,"164,285,112,867",44473
9926,Ireland,2003,male,55-74 years,57,304682,18.71,"164,285,112,867",44473
9927,Ireland,2003,male,75+ years,10,73562,13.59,"164,285,112,867",44473
9928,Ireland,2003,female,35-54 years,37,530989,6.97,"164,285,112,867",44473
9929,Ireland,2003,female,55-74 years,21,311239,6.75,"164,285,112,867",44473
9930,Ireland,2003,female,25-34 years,16,315513,5.07,"164,285,112,867",44473
9931,Ireland,2003,female,15-24 years,15,317275,4.73,"164,285,112,867",44473
9932,Ireland,2003,female,75+ years,5,120328,4.16,"164,285,112,867",44473
9933,Ireland,2003,female,5-14 years,2,267103,0.75,"164,285,112,867",44473
9934,Ireland,2003,male,5-14 years,2,281881,0.71,"164,285,112,867",44473
9935,Ireland,2004,male,35-54 years,152,539660,28.17,"193,870,350,137",51662
9936,Ireland,2004,male,15-24 years,86,324349,26.51,"193,870,350,137",51662
9937,Ireland,2004,male,25-34 years,84,325356,25.82,"193,870,350,137",51662
9938,Ireland,2004,male,55-74 years,60,313994,19.11,"193,870,350,137",51662
9939,Ireland,2004,male,75+ years,7,75345,9.29,"193,870,350,137",51662
9940,Ireland,2004,female,35-54 years,31,539721,5.74,"193,870,350,137",51662
9941,Ireland,2004,female,55-74 years,18,319814,5.63,"193,870,350,137",51662
9942,Ireland,2004,female,25-34 years,15,324860,4.62,"193,870,350,137",51662
9943,Ireland,2004,female,15-24 years,8,315174,2.54,"193,870,350,137",51662
9944,Ireland,2004,female,75+ years,2,122315,1.64,"193,870,350,137",51662
9945,Ireland,2004,male,5-14 years,1,283674,0.35,"193,870,350,137",51662
9946,Ireland,2004,female,5-14 years,0,268417,0,"193,870,350,137",51662
9947,Ireland,2005,male,25-34 years,86,344139,24.99,"211,650,764,830",55213
9948,Ireland,2005,male,15-24 years,80,322805,24.78,"211,650,764,830",55213
9949,Ireland,2005,male,35-54 years,134,552960,24.23,"211,650,764,830",55213
9950,Ireland,2005,male,55-74 years,59,323255,18.25,"211,650,764,830",55213
9951,Ireland,2005,female,25-34 years,21,337499,6.22,"211,650,764,830",55213
9952,Ireland,2005,female,15-24 years,18,314542,5.72,"211,650,764,830",55213
9953,Ireland,2005,female,55-74 years,17,329510,5.16,"211,650,764,830",55213
9954,Ireland,2005,female,35-54 years,27,550357,4.91,"211,650,764,830",55213
9955,Ireland,2005,female,75+ years,4,124661,3.21,"211,650,764,830",55213
9956,Ireland,2005,male,75+ years,2,77704,2.57,"211,650,764,830",55213
9957,Ireland,2005,male,5-14 years,2,285659,0.7,"211,650,764,830",55213
9958,Ireland,2005,female,5-14 years,1,270266,0.37,"211,650,764,830",55213
9959,Ireland,2006,male,15-24 years,87,321007,27.1,"232,085,535,065",58941
9960,Ireland,2006,male,25-34 years,86,366739,23.45,"232,085,535,065",58941
9961,Ireland,2006,male,35-54 years,125,577782,21.63,"232,085,535,065",58941
9962,Ireland,2006,male,55-74 years,61,332939,18.32,"232,085,535,065",58941
9963,Ireland,2006,male,75+ years,11,79660,13.81,"232,085,535,065",58941
9964,Ireland,2006,female,55-74 years,18,336664,5.35,"232,085,535,065",58941
9965,Ireland,2006,female,35-54 years,30,567465,5.29,"232,085,535,065",58941
9966,Ireland,2006,female,15-24 years,16,311725,5.13,"232,085,535,065",58941
9967,Ireland,2006,female,25-34 years,12,355700,3.37,"232,085,535,065",58941
9968,Ireland,2006,female,75+ years,2,125700,1.59,"232,085,535,065",58941
9969,Ireland,2006,female,5-14 years,2,273709,0.73,"232,085,535,065",58941
9970,Ireland,2006,male,5-14 years,2,288488,0.69,"232,085,535,065",58941
9971,Ireland,2007,male,15-24 years,76,320350,23.72,"269,917,519,847",67032
9972,Ireland,2007,male,25-34 years,91,387302,23.5,"269,917,519,847",67032
9973,Ireland,2007,male,35-54 years,119,590396,20.16,"269,917,519,847",67032
9974,Ireland,2007,male,55-74 years,61,338808,18,"269,917,519,847",67032
9975,Ireland,2007,male,75+ years,8,81128,9.86,"269,917,519,847",67032
9976,Ireland,2007,female,35-54 years,45,579555,7.76,"269,917,519,847",67032
9977,Ireland,2007,female,25-34 years,19,375744,5.06,"269,917,519,847",67032
9978,Ireland,2007,female,15-24 years,15,313405,4.79,"269,917,519,847",67032
9979,Ireland,2007,female,55-74 years,13,341816,3.8,"269,917,519,847",67032
9980,Ireland,2007,male,5-14 years,7,292637,2.39,"269,917,519,847",67032
9981,Ireland,2007,female,75+ years,3,126722,2.37,"269,917,519,847",67032
9982,Ireland,2007,female,5-14 years,1,278844,0.36,"269,917,519,847",67032
9983,Ireland,2008,male,25-34 years,100,394740,25.33,"275,020,023,436",67173
9984,Ireland,2008,male,35-54 years,142,602168,23.58,"275,020,023,436",67173
9985,Ireland,2008,male,15-24 years,69,310260,22.24,"275,020,023,436",67173
9986,Ireland,2008,male,55-74 years,66,348515,18.94,"275,020,023,436",67173
9987,Ireland,2008,female,15-24 years,25,307663,8.13,"275,020,023,436",67173
9988,Ireland,2008,female,35-54 years,46,593336,7.75,"275,020,023,436",67173
9989,Ireland,2008,female,55-74 years,27,352281,7.66,"275,020,023,436",67173
9990,Ireland,2008,male,75+ years,6,83406,7.19,"275,020,023,436",67173
9991,Ireland,2008,female,25-34 years,18,388880,4.63,"275,020,023,436",67173
9992,Ireland,2008,female,75+ years,4,128630,3.11,"275,020,023,436",67173
9993,Ireland,2008,male,5-14 years,3,298953,1,"275,020,023,436",67173
9994,Ireland,2008,female,5-14 years,0,285360,0,"275,020,023,436",67173
9995,Ireland,2009,male,25-34 years,112,390586,28.67,"236,311,336,482",57390
9996,Ireland,2009,male,35-54 years,158,611460,25.84,"236,311,336,482",57390
9997,Ireland,2009,male,15-24 years,70,290474,24.1,"236,311,336,482",57390
9998,Ireland,2009,male,55-74 years,74,358381,20.65,"236,311,336,482",57390
9999,Ireland,2009,female,25-34 years,27,394145,6.85,"236,311,336,482",57390
10000,Ireland,2009,female,15-24 years,20,292951,6.83,"236,311,336,482",57390
10001,Ireland,2009,female,55-74 years,23,362941,6.34,"236,311,336,482",57390
10002,Ireland,2009,male,75+ years,5,86239,5.8,"236,311,336,482",57390
10003,Ireland,2009,female,35-54 years,33,604133,5.46,"236,311,336,482",57390
10004,Ireland,2009,male,5-14 years,3,305241,0.98,"236,311,336,482",57390
10005,Ireland,2009,female,75+ years,1,130243,0.77,"236,311,336,482",57390
10006,Ireland,2009,female,5-14 years,1,290873,0.34,"236,311,336,482",57390
10007,Ireland,2010,male,35-54 years,166,644763,25.75,"221,951,354,762",52042
10008,Ireland,2010,male,15-24 years,67,301996,22.19,"221,951,354,762",52042
10009,Ireland,2010,male,25-34 years,75,391033,19.18,"221,951,354,762",52042
10010,Ireland,2010,male,55-74 years,66,388038,17.01,"221,951,354,762",52042
10011,Ireland,2010,male,75+ years,9,87646,10.27,"221,951,354,762",52042
10012,Ireland,2010,female,55-74 years,25,394633,6.33,"221,951,354,762",52042
10013,Ireland,2010,female,35-54 years,38,638166,5.95,"221,951,354,762",52042
10014,Ireland,2010,female,25-34 years,19,397846,4.78,"221,951,354,762",52042
10015,Ireland,2010,female,15-24 years,11,296543,3.71,"221,951,354,762",52042
10016,Ireland,2010,female,75+ years,4,128216,3.12,"221,951,354,762",52042
10017,Ireland,2010,female,5-14 years,3,290321,1.03,"221,951,354,762",52042
10018,Ireland,2010,male,5-14 years,3,305656,0.98,"221,951,354,762",52042
10019,Ireland,2011,male,35-54 years,191,635771,30.04,"239,018,536,582",56655
10020,Ireland,2011,male,25-34 years,100,369966,27.03,"239,018,536,582",56655
10021,Ireland,2011,male,15-24 years,78,292307,26.68,"239,018,536,582",56655
10022,Ireland,2011,male,55-74 years,78,379505,20.55,"239,018,536,582",56655
10023,Ireland,2011,male,75+ years,11,93030,11.82,"239,018,536,582",56655
10024,Ireland,2011,female,25-34 years,27,386278,6.99,"239,018,536,582",56655
10025,Ireland,2011,female,35-54 years,38,634499,5.99,"239,018,536,582",56655
10026,Ireland,2011,female,15-24 years,16,287304,5.57,"239,018,536,582",56655
10027,Ireland,2011,female,55-74 years,15,383177,3.91,"239,018,536,582",56655
10028,Ireland,2011,female,5-14 years,0,302715,0,"239,018,536,582",56655
10029,Ireland,2011,female,75+ years,0,136335,0,"239,018,536,582",56655
10030,Ireland,2011,male,5-14 years,0,317962,0,"239,018,536,582",56655
10031,Ireland,2012,male,35-54 years,192,641319,29.94,"225,571,853,194",53443
10032,Ireland,2012,male,25-34 years,89,354740,25.09,"225,571,853,194",53443
10033,Ireland,2012,male,55-74 years,89,388705,22.9,"225,571,853,194",53443
10034,Ireland,2012,male,15-24 years,59,279882,21.08,"225,571,853,194",53443
10035,Ireland,2012,male,75+ years,14,96459,14.51,"225,571,853,194",53443
10036,Ireland,2012,female,35-54 years,42,645023,6.51,"225,571,853,194",53443
10037,Ireland,2012,female,15-24 years,16,273610,5.85,"225,571,853,194",53443
10038,Ireland,2012,female,25-34 years,20,378732,5.28,"225,571,853,194",53443
10039,Ireland,2012,female,55-74 years,15,393497,3.81,"225,571,853,194",53443
10040,Ireland,2012,female,75+ years,2,138663,1.44,"225,571,853,194",53443
10041,Ireland,2012,male,5-14 years,3,322478,0.93,"225,571,853,194",53443
10042,Ireland,2012,female,5-14 years,1,307698,0.32,"225,571,853,194",53443
10043,Ireland,2013,male,35-54 years,169,648165,26.07,"239,389,340,720",56628
10044,Ireland,2013,male,55-74 years,102,397875,25.64,"239,389,340,720",56628
10045,Ireland,2013,male,25-34 years,68,341171,19.93,"239,389,340,720",56628
10046,Ireland,2013,male,15-24 years,44,273178,16.11,"239,389,340,720",56628
10047,Ireland,2013,female,25-34 years,24,366261,6.55,"239,389,340,720",56628
10048,Ireland,2013,female,35-54 years,42,653648,6.43,"239,389,340,720",56628
10049,Ireland,2013,male,75+ years,6,99538,6.03,"239,389,340,720",56628
10050,Ireland,2013,female,55-74 years,18,404503,4.45,"239,389,340,720",56628
10051,Ireland,2013,female,15-24 years,9,260127,3.46,"239,389,340,720",56628
10052,Ireland,2013,female,75+ years,3,140976,2.13,"239,389,340,720",56628
10053,Ireland,2013,male,5-14 years,2,327603,0.61,"239,389,340,720",56628
10054,Ireland,2013,female,5-14 years,0,314333,0,"239,389,340,720",56628
10055,Ireland,2014,male,35-54 years,165,675986,24.41,"258,099,014,042",59634
10056,Ireland,2014,male,25-34 years,80,337977,23.67,"258,099,014,042",59634
10057,Ireland,2014,male,15-24 years,63,267635,23.54,"258,099,014,042",59634
10058,Ireland,2014,male,55-74 years,81,421555,19.21,"258,099,014,042",59634
10059,Ireland,2014,male,75+ years,8,103238,7.75,"258,099,014,042",59634
10060,Ireland,2014,female,35-54 years,39,678830,5.75,"258,099,014,042",59634
10061,Ireland,2014,female,25-34 years,20,353379,5.66,"258,099,014,042",59634
10062,Ireland,2014,female,15-24 years,11,261032,4.21,"258,099,014,042",59634
10063,Ireland,2014,female,55-74 years,15,432815,3.47,"258,099,014,042",59634
10064,Ireland,2014,female,75+ years,2,141441,1.41,"258,099,014,042",59634
10065,Ireland,2014,male,5-14 years,2,335330,0.6,"258,099,014,042",59634
10066,Ireland,2014,female,5-14 years,0,318825,0,"258,099,014,042",59634
10067,Israel,1991,male,75+ years,35,83600,41.87,"67,530,220,219",15267
10068,Israel,1991,male,55-74 years,60,275600,21.77,"67,530,220,219",15267
10069,Israel,1991,female,75+ years,20,105900,18.89,"67,530,220,219",15267
10070,Israel,1991,male,35-54 years,74,521300,14.2,"67,530,220,219",15267
10071,Israel,1991,male,25-34 years,41,355600,11.53,"67,530,220,219",15267
10072,Israel,1991,male,15-24 years,49,443300,11.05,"67,530,220,219",15267
10073,Israel,1991,female,55-74 years,32,328400,9.74,"67,530,220,219",15267
10074,Israel,1991,female,35-54 years,27,538000,5.02,"67,530,220,219",15267
10075,Israel,1991,female,25-34 years,9,351700,2.56,"67,530,220,219",15267
10076,Israel,1991,female,15-24 years,9,425100,2.12,"67,530,220,219",15267
10077,Israel,1991,male,5-14 years,3,511100,0.59,"67,530,220,219",15267
10078,Israel,1991,female,5-14 years,0,483600,0,"67,530,220,219",15267
10079,Israel,1992,male,75+ years,27,84400,31.99,"75,575,902,932",16469
10080,Israel,1992,male,55-74 years,77,288500,26.69,"75,575,902,932",16469
10081,Israel,1992,male,35-54 years,74,546900,13.53,"75,575,902,932",16469
10082,Israel,1992,female,75+ years,14,109700,12.76,"75,575,902,932",16469
10083,Israel,1992,male,15-24 years,54,462200,11.68,"75,575,902,932",16469
10084,Israel,1992,male,25-34 years,42,365400,11.49,"75,575,902,932",16469
10085,Israel,1992,female,55-74 years,36,345800,10.41,"75,575,902,932",16469
10086,Israel,1992,female,25-34 years,17,361000,4.71,"75,575,902,932",16469
10087,Israel,1992,female,35-54 years,24,565600,4.24,"75,575,902,932",16469
10088,Israel,1992,female,15-24 years,11,443600,2.48,"75,575,902,932",16469
10089,Israel,1992,male,5-14 years,4,521600,0.77,"75,575,902,932",16469
10090,Israel,1992,female,5-14 years,1,494200,0.2,"75,575,902,932",16469
10091,Israel,1993,male,75+ years,38,84700,44.86,"75,954,641,355",16102
10092,Israel,1993,male,55-74 years,64,298600,21.43,"75,954,641,355",16102
10093,Israel,1993,female,75+ years,18,112500,16,"75,954,641,355",16102
10094,Israel,1993,male,25-34 years,47,372900,12.6,"75,954,641,355",16102
10095,Israel,1993,male,35-54 years,69,566800,12.17,"75,954,641,355",16102
10096,Israel,1993,male,15-24 years,54,476800,11.33,"75,954,641,355",16102
10097,Israel,1993,female,55-74 years,31,358900,8.64,"75,954,641,355",16102
10098,Israel,1993,female,35-54 years,29,586700,4.94,"75,954,641,355",16102
10099,Israel,1993,female,25-34 years,13,368000,3.53,"75,954,641,355",16102
10100,Israel,1993,female,15-24 years,7,457700,1.53,"75,954,641,355",16102
10101,Israel,1993,female,5-14 years,1,503000,0.2,"75,954,641,355",16102
10102,Israel,1993,male,5-14 years,0,530400,0,"75,954,641,355",16102
10103,Israel,1994,male,75+ years,39,86000,45.35,"86,307,135,997",17814
10104,Israel,1994,female,75+ years,29,116500,24.89,"86,307,135,997",17814
10105,Israel,1994,male,55-74 years,56,307700,18.2,"86,307,135,997",17814
10106,Israel,1994,male,35-54 years,97,586200,16.55,"86,307,135,997",17814
10107,Israel,1994,male,25-34 years,52,382000,13.61,"86,307,135,997",17814
10108,Israel,1994,male,15-24 years,57,489500,11.64,"86,307,135,997",17814
10109,Israel,1994,female,55-74 years,32,370200,8.64,"86,307,135,997",17814
10110,Israel,1994,female,25-34 years,16,376500,4.25,"86,307,135,997",17814
10111,Israel,1994,female,35-54 years,25,608200,4.11,"86,307,135,997",17814
10112,Israel,1994,female,15-24 years,8,469900,1.7,"86,307,135,997",17814
10113,Israel,1994,male,5-14 years,3,540100,0.56,"86,307,135,997",17814
10114,Israel,1994,female,5-14 years,2,512100,0.39,"86,307,135,997",17814
10115,Israel,1995,male,75+ years,33,88800,37.16,"100,343,219,507",20159
10116,Israel,1995,female,75+ years,27,121800,22.17,"100,343,219,507",20159
10117,Israel,1995,male,55-74 years,63,314800,20.01,"100,343,219,507",20159
10118,Israel,1995,male,35-54 years,72,607200,11.86,"100,343,219,507",20159
10119,Israel,1995,male,15-24 years,49,501600,9.77,"100,343,219,507",20159
10120,Israel,1995,male,25-34 years,38,393300,9.66,"100,343,219,507",20159
10121,Israel,1995,female,55-74 years,28,379500,7.38,"100,343,219,507",20159
10122,Israel,1995,female,15-24 years,20,481200,4.16,"100,343,219,507",20159
10123,Israel,1995,female,35-54 years,22,631000,3.49,"100,343,219,507",20159
10124,Israel,1995,female,25-34 years,4,387100,1.03,"100,343,219,507",20159
10125,Israel,1995,male,5-14 years,3,549800,0.55,"100,343,219,507",20159
10126,Israel,1995,female,5-14 years,1,521600,0.19,"100,343,219,507",20159
10127,Israel,1996,male,75+ years,39,96200,40.54,"109,957,321,960",21545
10128,Israel,1996,male,55-74 years,50,325900,15.34,"109,957,321,960",21545
10129,Israel,1996,female,75+ years,20,130600,15.31,"109,957,321,960",21545
10130,Israel,1996,male,25-34 years,38,390300,9.74,"109,957,321,960",21545
10131,Israel,1996,male,35-54 years,57,625600,9.11,"109,957,321,960",21545
10132,Israel,1996,male,15-24 years,44,512900,8.58,"109,957,321,960",21545
10133,Israel,1996,female,55-74 years,16,395400,4.05,"109,957,321,960",21545
10134,Israel,1996,female,35-54 years,21,659200,3.19,"109,957,321,960",21545
10135,Israel,1996,female,25-34 years,9,394500,2.28,"109,957,321,960",21545
10136,Israel,1996,female,15-24 years,9,490500,1.83,"109,957,321,960",21545
10137,Israel,1996,male,5-14 years,3,555300,0.54,"109,957,321,960",21545
10138,Israel,1996,female,5-14 years,0,527300,0,"109,957,321,960",21545
10139,Israel,1997,male,75+ years,44,99900,44.04,"114,724,862,034",21921
10140,Israel,1997,male,55-74 years,55,330000,16.67,"114,724,862,034",21921
10141,Israel,1997,female,75+ years,21,136500,15.38,"114,724,862,034",21921
10142,Israel,1997,male,35-54 years,83,647100,12.83,"114,724,862,034",21921
10143,Israel,1997,male,15-24 years,66,523600,12.61,"114,724,862,034",21921
10144,Israel,1997,male,25-34 years,51,405400,12.58,"114,724,862,034",21921
10145,Israel,1997,female,55-74 years,20,400900,4.99,"114,724,862,034",21921
10146,Israel,1997,female,25-34 years,13,407500,3.19,"114,724,862,034",21921
10147,Israel,1997,female,35-54 years,16,682500,2.34,"114,724,862,034",21921
10148,Israel,1997,female,15-24 years,8,500700,1.6,"114,724,862,034",21921
10149,Israel,1997,male,5-14 years,2,563800,0.35,"114,724,862,034",21921
10150,Israel,1997,female,5-14 years,0,535600,0,"114,724,862,034",21921
10151,Israel,1998,male,75+ years,33,103400,31.91,"115,979,230,547",21637
